Tweets,Polarity,Subjectivity
willi tower watson launch tailor cyberinsur coverag construct industri wltw,0.0,0.0
wltw willi tower watson launch tailor cyberinsur coverag construct industri nasdaq wltw,0.0,0.0
head head comparison hibbett sport hibb versu barn amp nobl educ bned,0.0,0.0
ecl max pain matur maxpain option,0.0,0.0
analyst feel novavax inc nvax decreas seller,0.0,0.0
wltw willi tower watson launch tailor cyberinsur coverag construct industri,0.0,0.0
everi step cockroach start enjoy problem sfix hear,0.4,0.5
discus stir around centerpoint energi inc cnp week analyst say,0.0,0.0
analyst bullish centerpoint energi inc cnp week,0.0,0.0
analyst bearish centerpoint energi inc cnp last week,0.0,0.06666666666666667
recent cnp technic alert slingshot bullish plu alert,0.0,0.25
diana containership inc press releas dcix maritim contain ship,0.0,0.0
pten patterson uti energi million gain pten made notabl gain,0.0,0.0
stephen releas research report aer gtim rgen slm sjm usx siresearch,0.0,0.0
pnr open interest matur high put high call maxpain option,0.10666666666666667,0.5266666666666667
disck max pain matur maxpain option,0.0,0.0
unusu heavi option volum today open includ fisv fast rop fti pep,0.1,0.55
amaz big data play read follow share great content info amzn nvda cdlx goog,0.4,0.425
unusu heavi option volum today open includ fisv fast rop fti pep,0.1,0.55
social trend scan sfix twtr mro frac crzo ssti sam col ntap apc,0.03333333333333333,0.06666666666666667
ansi inc ans given consensu recommend hold analyst,0.0,0.0
mohawk industri lower report potenti downgrad mhk,0.0,0.0
get paw pet stock bayri cent hsic hska pdco pet,0.0,0.0
stock predict upsid target week adx ipg mck rost calm,0.30000000000000004,0.75
qrvo struggl move get ball roll,0.0,0.0
qrvo short aug put annual return long day trade ref ish,-0.025,0.35
rop roper technolog best perform dividend aristocrat past decad good invest,0.48333333333333334,0.38333333333333336
trend revers alert fbh fortun brand home tradeidea via free trade room,0.4,0.8
aht cbl ddr ewr frel fri icf ilpt inn iyr kbwi nure ppti rem rez roof rore rtl rvi rwr schh,0.0,0.0
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4
aep max pain matur maxpain option,0.0,0.0
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4
scor scryy torchmark tmk critic contrast,0.0,0.0
scor scryy amp torchmark tmk financi comparison,0.0,0.0
qrvo qorvo announc propos offer mln princip amount senior note due,-0.125,0.375
today citigroup reconfirm neutral rate wec energi group wec target price,0.0,0.0
new york wec energi group wec stock neutral rate reiter citigroup share,0.13636363636363635,0.45454545454545453
key research analyst citigroup reconfirm neutral rate wec energi group wec share today,0.0,1.0
target citigroup reconfirm buy rate westrock wrk share today,0.0,0.0
arqul strong pipelin licens agreement arql exel arri aveo,0.4333333333333333,0.7333333333333333
westrock wrk citigroup reiter buy rate today target share,0.0,0.0
citigroup reaffirm target price per share westrock wrk stock also reiter thei,0.0,0.0
citigroup kept westrock wrk buy target price per share,0.0,0.0
centerpointenergi cnp bidaskscor downgrad held,0.0,0.0
oneok inc oke report declin seller strong momentum long,0.19166666666666665,0.5666666666666667
reach mileston oneok inc oke short interest reveal someth,0.0,0.3
buy oneok inc oke lower short interest win strategi,0.4,0.35
steak sizzl top perform asx mine oilandga amp explor stock last week asn adi val wec rlc,0.25,0.2833333333333333
hershey webcast second quarter confer call hsi,0.0,0.0
hsi hershey webcast second quarter confer call nyse hsi,0.0,0.0
mchp sinc bullish setup notif mon jul swingtrad,0.0,0.0
hsi hershey webcast second quarter confer call,0.0,0.0
oneok inc new oke holder capit one nation associ rais hold million market valu rose,0.36818181818181817,0.7022727272727273
capit one nation associ increas stake oneok inc new oke,0.13636363636363635,0.45454545454545453
oneok inc new oke stake boost capit one nation associ,0.13636363636363635,0.45454545454545453
midday tweet micro cap check gambist top fat clsn evgn dfbg mgen clp fred mnkd gnca,0.5,0.5
snp max pain matur maxpain option,0.0,0.0
oneok inc oke stock buy make week high,0.16,0.5399999999999999
analyst feel oneok inc oke touch week high,0.16,0.5399999999999999
oneok inc oke fuel run low stock reach week high today,0.08,0.41999999999999993
earn per share expect allegion plc all quarter,0.0,0.0
zack brokerag anticip allegion plc all announc earn per share,0.0,0.0
earn per share expect allegion plc all quarter,0.0,0.0
short term technic setup hal pten energyplay scaleinlong buyintoweak,0.0,0.3
cannabi healthcar biotech syndro insi first fda approv dronabinol solut oral use,0.25,0.3333333333333333
hibbett sport inc hibb receiv averag rate hold brokerag,0.0,0.0
offic depot odp rate increas buy zack invest research,0.0,0.0
henri schein hsic upgrad zack invest research,0.0,0.0
ddr ddr downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333
envis healthcar evhc stock rate lower zack invest research,0.0,0.0
offic depot odp upgrad buy zack invest research,0.0,0.0
ddr ddr downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333
henri schein hsic upgrad zack invest research,0.0,0.0
hibbett sport inc hibb given consensu recommend hold brokerag,0.0,0.0
trow max pain matur maxpain option,0.0,0.0
hibbett sport inc hibb receiv averag rate hold brokerag,0.0,0.0
cdix start come thru rev bounc mtg xlv celg endp gild czr ngd luv hal gern gld,0.0,0.0
uniteddominionrealtytrust udr bidaskscor downgrad held,0.0,0.0
xlnx new insid file madden william christoph transact code,0.13636363636363635,0.45454545454545453
new uoa detect lyb call option expir trade bought ask,0.13636363636363635,0.45454545454545453
genocea genit herp viru vaccin gen may work alreadi know gen,0.0,0.0
analyst anticip hcp inc hcp announc quarterli sale million,0.0,0.0
million sale expect hcp inc hcp quarter,0.0,0.0
evhc new insid file shelton jame transact code,0.13636363636363635,0.45454545454545453
trend revers alert amg affili manag group tradeidea via free trade room,0.4,0.8
patterson energi inc pten nasdaq form continu wedg bullish chartpattern bullish signal,0.0,0.0
zack analyst expect hcp inc hcp post earn per share,0.0,0.0
hormel food corp hrl expect post quarterli sale billion,0.0,0.0
analyst anticip hormel food corp hrl post earn per share,0.0,0.0
zack brokerag anticip hormel food corp hrl post quarterli sale billion,0.0,0.0
want latest upgrad amp downgrad data dhr aee amtd pkg checkout marketbeat daili,0.5,0.9
rost price close dynam support still play around line least resist time,-0.3,0.4
news one subsidiari mtg xlv celg endp gild czr ngd luv hal gern gld aig,0.0,0.0
hrl new insid file nakason robert transact code,0.13636363636363635,0.45454545454545453
zack brokerag expect hca healthcar inc hca post quarterli sale billion,0.0,0.0
mchp nasdaq trade amp invest technic outlook week juli new look hot stock video analysi predi,0.19318181818181818,0.6522727272727273
centerpoint energi cnp downgrad zack invest research,0.0,0.0
activ bio acti cantargia canta senzagen senza bioartic bioab pled corlin clbio,0.0,0.0
edison intern eix lift hold zack invest research,0.0,0.0
news one subsidiari news immin merger qqq aapl tvix veon csco siri,0.0,0.0
great posit meet full year disposit target said kim ross cooper note,0.575,0.65
bullish unusu option activ detect lyb,0.0,0.0
analyst bearish mohawk industri inc mhk last week,0.0,0.06666666666666667
bearish outlook mohawk industri inc mhk week,0.0,0.0
analyst bullish mohawk industri inc mhk week,0.0,0.0
analyst bullish mohawk industri inc mhk week,0.0,0.0
analyst bearish side mohawk industri inc mhk week,0.0,0.0
whirlpool whr coverag initi standpoint research,0.0,0.0
aap advanc auto part inc sec file form,-0.1,0.6
udr inc udr analyst bullish side week,0.0,0.0
aap alert new advanc auto part sec file stock news alert app,0.018181818181818174,0.5272727272727272
judg expert testifi roundup link cancer mon mon health scienc corporatelawsuit,0.0,0.0
judg expert testifi roundup link cancer mon mon health scienc corporatelawsuit,0.0,0.0
analyst bearish side udr inc udr week,0.0,0.0
analyst adopt bullish outlook udr inc udr,0.0,0.0
platform specialti product corpor pah upsid short interest decreas,0.0,0.3
propel platform specialti product corpor pah lower short report,0.0,0.3
buy platform specialti product corpor pah good idea,0.7,0.6000000000000001
aap advanc auto part inc sec file form,-0.1,0.6
investor brace impact patterson compani inc pdco roku inc roku pdco stock stockmarket,0.0,0.0
recent aap technic alert bolling band squeez plu alert,0.0,0.25
agro gene edit bay mon via sublicens dow sgmo combi patent grant today unit state patent,0.0,0.0
short sale volum short interest dgaz trq xlk csco pff,0.0,0.3
invest analyst weekli rate chang qorvo qrvo,0.0,0.0
invest analyst weekli rate chang qorvo qrvo,0.0,0.0
invest analyst weekli rate chang qorvo qrvo,0.0,0.0
avb open interest matur high put high call maxpain option,0.10666666666666667,0.5266666666666667
salli mae slm stock watch stephen begun cover,0.0,0.0
salli mae slm receiv anoth recommend wall street,0.0,0.0
salli mae slm reach inflect point stephen coverag initi overweight,0.0,0.0
stephen report initi salli mae slm,0.0,0.0
eqt bad technic rate show decent setup pattern eqtecplc,-0.2666666666666666,0.6666666666666666
stephen begin coverag salli mae slm next,0.0,0.0
lnt alliant energi million gain lnt made notabl gain,0.0,0.0
platform specialti product pah stock price,0.0,0.0
platform specialti product pah trade higher,0.25,0.5
hometown act learn mon aka dirti deed,0.0,0.0
lyb septemb call bought stock around call bought,0.0,0.0
nvcn neovasc ter cop vnq nbr bkd nrz gpk mrk wba xme vrx aqm disck gsat dwdp kim inpx lbtyk,0.0,0.0
nvcn neovasc east dri web agmh bma apvo dac innt uvxi axsm discb meso thst shsp evix supv uami,0.0,0.0
btw estim earn per share aap current price,0.0,0.4
lumentum hold inc lite expect post quarterli sale million,0.0,0.0
dyk mon financ educ institut prove use phytoremedi electrokinet clean,0.3666666666666667,0.7000000000000001
million sale expect lumentum hold inc lite quarter,0.0,0.0
want automat email alert lsi sqbk hmin icui subscrib marketbeat daili,0.0,0.0
analyst anticip lumentum hold inc lite announc earn per share,0.0,0.0
emn open interest matur high put high call maxpain option,0.10666666666666667,0.5266666666666667
lead plaintiff deadlin secur classact lawsuit fluor corpor flr,0.0,0.0
assur aiz sell morgan stanley think,0.0,0.0
morgan stanley begin cover assur aiz stock share hit,0.0,0.0
assur aiz buy sell morgan stanley think,0.0,0.0
assur aiz final worth time morgan stanley think,0.15,0.55
short sale volum short interest emb nem odp plug tpr,0.0,0.3
assur aiz look attract morgan stanley initi coverag,0.0,0.0
mdt mrk qrvo tss amp stock pick long swing juli,-0.05,0.4
assur aiz reach new month high,0.1481818181818182,0.4972727272727272
dte nyse trade amp invest technic outlook week juli new look hot stock video analysi predicti,0.19318181818181818,0.6522727272727273
expeditor intl wash inc expd sharehold cwm llc lower hold million share rose,0.6,0.95
expeditor intl wash inc expd valuat rose cwm llc cut hold million,0.6,0.95
short sale volum short interest qep eqt swn mro cog,0.0,0.3
trend revers alert cinf cincinnati financi corp tradeidea via free trade room,0.4,0.8
wyn alert new wyndham destin sec file stock news alert app,0.018181818181818174,0.5272727272727272
short sale vol short interest evhc thc cyh hca xlv,0.0,0.3
oke oneok inc email alert servic stock news alert app,0.0,0.0
technicalanaylsi chart manufactur stock roll rop cfx via,0.0,0.0
cinf open interest matur high put high call maxpain option,0.10666666666666667,0.5266666666666667
capit research global investor close entir posit wyn,0.0,0.0
head head review sensient technolog sxt amp lyondellbasel industri lyb,0.0,0.0
critic survey flex flex amp benchmark electron bhe,0.0,0.0
retailapocalyps retail might surviv year sear perenni contend paylessshoesourc targeti,0.0,0.0
oclaro sharehold approv acquisit lumentum oclr lite,0.0,0.0
oclaro sharehold approv acquisit lumentum oclr lite,0.0,0.0
mur murphi oil corpor end day quot alert stock news alert app,0.0,0.0
tuesday highest min high trade rang amp avg gain today thirteen min bar,0.16,0.5399999999999999
aiz continu face pressur normal price sva adjust book valu,0.15,0.6499999999999999
akam today trade akamai technolog inc date financ,0.0,0.0
var stock quot alert varian medic system inc nyse var stock news alert app,0.0,0.0
final time make move barclay initi coverag wec energi group wec price target,0.0,1.0
qorvo announc increas cash tender offer senior note due outstand qrvo,-0.125,0.375
qorvo announc price million senior note offer qrvo,0.0,0.0
qrvo qorvo announc price million senior note offer,0.0,0.0
amg affili manag group inc sec file form,-0.1,0.6
qrvo qorvo announc increas cash tender offer senior note due outstand princip,-0.125,0.375
everest group ltd expect announc earn per share,0.0,0.0
billion sale expect everest group ltd quarter,0.0,0.0
billion sale expect everest group ltd quarter,0.0,0.0
ddr rvi announc sale lake walden squar stock news alert app,0.0,0.0
amg new insid file execut chairman sean healey,0.13636363636363635,0.45454545454545453
whirlpool whr receiv coverag standpoint research stock upsid,0.0,0.0
investor expect whirlpool whr share standpoint research new coverag,0.13636363636363635,0.45454545454545453
standpoint research latest rate coverag help whirlpool whr share price,0.5,0.9
lawsuit alleg roundup caus cancer move forward mon mon health scienc smallbusi,0.0,0.0
lawsuit alleg roundup caus cancer move forward mon mon health scienc smallbusi,0.0,0.0
orli big wall ish juli would extrem construct bull,0.0,0.1
top short stock phm cmo pff ewz gdx panw,0.25,0.4
roper technolog inc rop expect post quarterli sale billion,0.0,0.0
brokerag expect mohawk industri inc mhk post earn per share,0.0,0.0
million sale expect cooper compani inc coo quarter,0.0,0.0
zack brokerag expect roper technolog inc rop announc quarterli sale billion,0.0,0.0
zack analyst expect mohawk industri inc mhk post earn per share,0.0,0.0
earn per share expect cooper compani inc coo quarter,0.0,0.0
analyst expect mohawk industri inc mhk post quarterli sale billion,0.0,0.0
million sale expect affili manag group inc amg quarter,0.0,0.0
million sale expect affili manag group inc amg quarter,0.0,0.0
hour mover tanh mtsl uvxi arri scyx wti tvix bbox vxx bcrx spx,0.0,0.0
